text,rating,category
"I have been using it for a week and hate the way it leaves my face feeling coated, like trying to wash off clinical strength deodorant that coats your hands.  Last night I felt compelled to follow up with a gel cleaner to get the Olay off.<br /><br />I love Olay product and use them daily for moisturizing.  But this cleanser did not work for me.",1.0,Beauty_Personal_Care
This photos are amazing and the price is fabulous for this pictures. The canvas is strong and the photo is tight in the canvas. The colors are amazing. My daughter was thrilled when she opened this. Two of her favorite things... unicorns and mermaids!!!! You will not be able to find canvas pictures like this anywhere for the price! We are thrilled!,5.0,Home_Kitchen
Way too thin. I’ve never even seen the huge rolls in a retail bathroom so thin. You could read through it if you placed it over a page in a book.,1.0,Health_Household
Not liquid proof at all. Extremely disappointed,5.0,Home_Kitchen
Perfect for what I need. Pretty and functional. Arrived quickly.,5.0,Health_Household
"I've enjoyed pretty much all EasyDew products I have tried so far and the items in this kit are in that list. I accidentally got sunburned this summer and I used these to help bring my poor skin back from the brink. After using a gentle cleanser I applied the sheet masks to help rehydrate and cool down my skin. They were wonderful and felt amazing on my poor dry skin. I used up all of the red tube of cream in that endeavor, but its supposed to be thicker and help with elasticity and increase collagen. I used the green tube more recently in the winter to help combat drying winter weather and my face has never felt better. I would definitely get a full sized tube of the green.",5.0,Beauty_Personal_Care
"I went to put it on and it looks a perfect light color in the container. That was until I put it on my face. It was almost white. But, I could still use it and just top it off with a light color powder. But, this didn't cover my skin evenly. I had to wash it off. I never have had to do that . But, maybe mine was flawed. Others seem to like it. Mine was almost too hard to use. I scraped it with my nail to loosenvit some. I gave up.",1.0,Beauty_Personal_Care
This works better than my CHI!! i will never buy a different straightener!,5.0,Beauty_Personal_Care
"For a gamer nerd like me, this was perfect",5.0,Cell_Phones
"I almost loved this. It smelled wonderful, was soothing to my skin, budget friendly, and absorbed almost immediately Then a couple hours later... what am I feeling? Why am I all dry and crinkly feeling? Wow I have to reapply! Then again, a few hours after that, I felt dry again. Such a bummer.",2.0,Beauty_Personal_Care
Great plates for my outdoor Bbq party. Sturdy. Bright colors. Perfect size.,5.0,Home_Kitchen
"Years ago, I lived with a roommate who was a nurse. Once she came home with a nasty stomach flu and got terribly sick. She said she had caught a particularly bad strain of it and I watched uneasily as she spent three days in bed, rising only to throw up and such. Since our apartment was small and we shared cups and dishes, I knew it was just a matter of time before I got her flu.<br /><br />Luckily I stopped at the drugstore and asked the pharmacist if there was anything to take at the first sight of a cold. My throat had started to hurt and I knew what was coming. He recommended Airborne. Until then I had regarded it warily, thinking it was some kind of snake oil. The folksy cartoon packaging didn't reassure me. I read the ingredients. I felt it couldn't hurt but I had low expectations of it.<br /><br />What a miracle. I took it for three days after that, and other than a slightly sore throat and minor cough, I felt I had dodged a bullet. I never got nauseous or had to take time off from work. Although I still developed a nagging cough, I felt that Airborne helped me skip over the worst parts of my friend's illness. My nursing friend also a bad cough as she was recovering, but it seemed to take her several days to reach the same stage I was on.<br /><br />My biggest mistake ever was a time when I had a severe respiratory infection and I forgot to take Airborne and nip it in the bud. Instead I let it run its natural course and it spread to my left ear, which has now left me with tinnitus. I sometimes kick myself for not taking Airborne the minute I started feeling sick that time, I might have prevented the medical complication I suffer to this day.",4.0,Health_Household
My best friend loved it for her birthday!,5.0,Home_Kitchen
Not what I expected so I returned it and bought one that I had expectations for.<br />I used Kohl’s Amazon return. Best thing ever!  Thanks Amazon and Kohl’s!!!,5.0,Cell_Phones
"I purchased this for my son. He is a doctor and very hard to shop for.  He loved it, so much so I purchased four more glasses to match. Best gift ever!",5.0,Home_Kitchen
"I've had this player for about one year now.  It's fine for playing BluRay and DVD discs and Pandora works well BUT…when streaming Netflix and HuluPlus it freezes constantly.  It will take you at least 15 minutes longer to watch a program on either one because you're constantly waiting for the streaming to continue.  Terrible - one of the most regrettable purchases I've made.  I'm currently looking for something else.  Initially, I thought it might be my internet service.  I upgraded to the faster internet but this did no good.  I know it's the player because I have an Apple TV in my other room and everything streams perfectly with that.  Normally I like Samsung products (I have others), but this one you should pass on.",1.0,Electronics
One of the best phones I ever had,5.0,Cell_Phones
I don’t like the flavor of these gummies. I know that q10 is great for heart Health. But next time i would choose traditional pills to take. Cause these gummies are harder to swallow.,2.0,Health_Household
I cannot really say that there have been many changes to my skin. I have not used it as consistently as I would have liked so I wont say it is completely the product.,2.0,Health_Household
I don't understand why hulu would be pre-installed if I wouldn't be able to connect to it. I contacted Kodak and they said it was due to licensing. I could only ever use Netflix. I installed the Disney+ app but the audio doesn't work.  Overall I don't think it was worth the price.,1.0,Electronics
Had high hopes . But it only works in the plug closest to my WiFi modem . I tried every other plug in my house . So it’s not extending my signal at all. Contacted help line ..... said to try and reset it . Duh.  I did that everytime I plugged it in a new outlet . Too late to send back I’m just out of money,1.0,Electronics
I have a chronic cough due to acid reflux and there are times that I feel would choke without the soothing menthol Ricola tablets provide. Relying on the herbs instead of medicine is a plus also. I just have to keep them away from my dog. He loves them!,5.0,Health_Household
"super cute. Not cheap looking, I always get compliments on it.",5.0,Electronics
This works perfect for my husbands phone. Love the colors too.,5.0,Cell_Phones
"I can't seem to re-rate this review, but having had the thing for several months now, I've run across the same problem Shelley Ryan had with it: it doesn't actually get the oil hot enough!!!  As it comes without a thermometer, you have to check the temps yourself, and I guess I'm going to have to try ""Closer""'s approach of stirring the oil.  As pointed out elsewhere, 375F is the recommended temp for frying, and some recipes call for a first fry at a lower temperature, which is VERY DIFFICULT with the ProFry's trial-and-error setting.<br /><br />The Presto Profry requires a gallon of oil in it's square, removable reservoir.  It comes with two mesh fry-baskets that fold up for easy storage.  They'll sit side-by-side within the reservoir which is VERY convenient for, say, leaving the battered chicken to fry for 18 minutes while frying the onion rings for 5 and switching 'em out for some broccoli.<br /><br />The temperature guage is indeed not accurate and one annoying note is that when it reaches its target heat the LED turns off, so at a casual glance you wouldn't know the fryer was on, containing oil at a temperature of 3??F. Once the oil has cooled it is RELATIVELY easy to lift the reservoir out of its housing and pour off the reusable portion of the oil.  It has a lid with slots to accomodate the basket-handles when the lid is on the fryer.<br /><br />I find the ProFry a LOT more convenient to use than the old deep fry pot on the stovetop, but obviously it takes up some counter space.  If it turns out that there is some way of increasing the fry temperature, I'd rate it highly.",5.0,Home_Kitchen
"This could have been a good phone mount. It has a super strong magnet. But the plastic lips up farther than the magnet so it makes it to where the magnet is not at its full potential. It does come with metal pieces to put in your phone case so it can stick easier but that still didn’t work for me since the magnet can’t work as needed. I even tried putting my phone on there without a case but it just kept falling off. It does have a good suction cup that has adhesive in it to help it stick. But without a fully functioning magnet to hold the phone, it doesn’t really help.",2.0,Cell_Phones
"I really liked the product installation method! Easy to install, no bubble, fingerprints sensor works ok!<br />But I hate when they ask for positive review in return for a ""Free gift""!<br />I give 1 star because my review is not for sale!!!<br />But Kodus to the designer!!",1.0,Cell_Phones
"This is my favorite face powder because it has a high SPF consisting of highly effective Zinc Oxide (and Titanium Dioxide). And the percentage of each of these physical blockers is higher than any other face powder I researched. And I compared tons of them! I hope they keep making this exact powder with the same physical sun blockers (in the same amount) for this decent price. If so, I will be a reoccurring customer! I already bought two of them: Translucent and Creamy Natural. Smooth and beautiful texture!<br /><br />Update: the compact case broke after only a few days and much of the powder spilled out. Defective case. Not worth it if this is an ongoing problem with their face powder.<br /><br />Thank you!",1.0,Beauty_Personal_Care
"Now I have this for JUST traveling. No more taking the one on my nightstand and usually losing it. This one is kept in a carrying case for cords, ear buds etc. and has made life just a little bit easier. It does charge quickly.",5.0,Cell_Phones
"Sturdy, held the breakfast with out collapsing.",5.0,Health_Household
"Zelda Geek, nothing more need be said!",5.0,Cell_Phones
These are charging up my phone in record time.  Love them!!!,5.0,Cell_Phones
I bought this hoping it would make my hair more moisturized. I normally leave my conditioner in for a few minutes then rinse it out. I did that here and I rinsed it out immediately (to see if there was different results. There wasn't) It actually died out my hair and made it smell like Playdoh. My hair got so tangly and dry after this. I definitely don't recommend.,1.0,Beauty_Personal_Care
This. toilet paper is the best !!!,5.0,Health_Household
Excellent skin for my phone. All the holes line up perfectly.,5.0,Cell_Phones
Didnt improve the smell of my vagene lol . No but im foreal ...... I guess just buy in store maybe idk .,5.0,Health_Household
"The case is beautiful and sturdy, but I cannot charge the phone with it on. This is unusable for me.",2.0,Cell_Phones
This is perfect for me.  The mesh keeps my shoes aired out preventing oeders.,5.0,Beauty_Personal_Care
These are super fancy and are going in my guest room. There's a soft sheen to the finish and the color is more golden than camel or khaki. They wash great - no shrinking or pilling.<br /><br />Good but not great price. Excellent quality.,4.0,Home_Kitchen
This air fryer is decent for the price until it breaks down & just stops working like ours did in less than a year of having it. Buying this is like throwing money in the trash.,1.0,Home_Kitchen
Does not work!!! I have been trying for a week and nothing! Horrible purchase!!,1.0,Electronics
I like the kleenex brand it's soft,5.0,Health_Household
My phone fits after I take off the case (I have an iPhone XR). I accidentally installed it wrong the first time and put a wrong review. It holds up my phone once you install correctly. If your ac part moves you might not get air from it though,5.0,Cell_Phones
"Pretty colors, and a lot of variety. Hold my hair back well.",5.0,Beauty_Personal_Care
I hate reviewing household products.  IF I didn't need I wouldn't order.  This works. Period.,5.0,Health_Household
Used it for all my tattoo healing amazing stuff,4.0,Beauty_Personal_Care
"I get stressed easily due to anxiety and when I get stressed, I get knots in my left scapula. This pain will cause me so many issues that sometimes I get a bad headache and it will cause my nerves to spasm in my neck.This percussion gun makes it all go away.",5.0,Health_Household
"This is the best tasting protein supplement I have tried! Many of the other ones I have tried taste like creamy grass - yuck! This stuff though is awesome. It is pretty good with just water, but I especially like it blended in my blender with soy milk. Delicious!",5.0,Health_Household
"The charger doesn’t seem to fully fit in the unit, when you plug it in it falls out. Also the sides to hold the phone automatically extend out but they wont move back or readjust to hold my phone.  I guess I got what I paid for!",2.0,Cell_Phones
"I was looking for an older type I used to use, more of a steel wool-sponge, which apparently is very hard to find these days, especially in the color specific I like. These works well. I don't love nor hate them, they get the job done.",4.0,Health_Household
Best oil ever! Exactly what I wanted!! Thank you!!,5.0,Health_Household
These are a waste of money. I bought them to use on my craft utility cart which is on the side of my bed. I was tired of having my iPhone cord on the floor. But the cord is constantly coming out and when I go to charge my phone the cord is again on the floor. I’ve used larger cords (laptop) which stays better but thinner cords like cell phones do not stay put.,1.0,Electronics
Pretty sturdy and really cute. I wish it was more sparkly.,5.0,Cell_Phones
I got the 12” hybrid mattress in a king.<br />There is a lot of off gassing with this mattress. Lasted around 3 days.<br />This mattress is not soft. It’s a FIRM mattress.<br />There is no pillow top - no cushion on top.<br />The top of the mattress is very rough - not cushy.<br />It feels like a cheap hotel mattress.<br />To remedy that- we’ve added a padded mattress cover. That’s helped me a little.<br />I’m about 140lbs and now I find the mattress pretty comfortable.  I have some lower back issues so a firmer mattress is good for me.<br />My husband doesn’t normally have any back issues and this mattress (even with the cover) is still too firm for him.<br />We are going to try a memory foam topper on top of this mattress to see if that will help him.<br />The mattress is not comfortable to sit on or lay on my back.<br />The bright orange strip around the side of my mattress is still visible even through my fitted sheet and my cover - it makes it look cheap.<br />You get what you pay for in quality - the springs are very easy to feel on the side of the mattress - even after it’s fully expanded.<br />I am impressed with the motion isolation.<br />I can’t feel my husband move around like I can in other boxed mattresses.<br />The mattress is about 2 inches too narrow.<br />I’ve never gotten a long mattress that wasn’t the right width before.,2.0,Home_Kitchen
"I was worried ordering a potato masher online, without being able to feel it for myself beforehand. But I am very happy with this masher so far. The plastic is surprisingly thick. It feels very sturdy and well made. I've washed it a couple of times in the dishwasher on the highest heat settings and it still looks brand new. I think it will last many years. I'd recommend it, for sure!!!",5.0,Home_Kitchen
Works very well no issues nice product!,5.0,Electronics
I’m in love with this lotion!!!,5.0,Beauty_Personal_Care
"My mother loves this , no leaks best cup!",5.0,Home_Kitchen
"REPLACEMENT BATTERY WORKS. IT IS NOT A PERFECT FIT, THERE IS A SMALL GAP, BUT IT WORKS.",4.0,Electronics
"I was definitely taken in by the commercials and rave reviews here.  I have two short hair cats that shed like the dickens and an ancient 85$ Hoover I purchased at K-mart one desperate day in college when family was coming to visit.  My Hoover finally gave up the ghost and now that I have a real job I thought I would splurge a little.  Is the Dyson better than the ancient $85 Hoover - definitely yes.  Many hundreds of dollars worth?  Not so sure.  I've had this vacuum for about two months now.<br /><br />Pros<br />-Like everyone has said, the vacuum has great suction.  When I vacuum my 1,000 sq feet of carpet, I generally empty the bin twice.  It's filled mostly with loose cat hair and kitty litter dust.<br /><br />-What's in the bin is visible.  It's rather satisfactory to see all the junk you are pulling off your carpet and into the trash.<br /><br />-The handle at the top of the bin is well positioned to carry the vacuum up and down stairs.  Or, to hold on to while vacuuming the stairs.<br /><br />-The cord hinge twist thing is great.  The cord hinge on the top, swivels so you can dump off the entire cord with one motion.  It is nice to not have to unwrap the cord for every use.<br /><br />-The high quality plug.  This plug is built tough.  Every other vacuum I've ever has a wimpy plug that gets quickly bent after being pulled out of the wall wrong.<br /><br />-The pet attachment thingy with the moving roller.  It does work fairly well on steps or upholstered furniture.  Too bad I have to use the accordion hose to use it.  I've given up using this on the stairs and now just carry the vacuum and use the regular upright part to do stairs.  It's very heavy but not as much of a struggle.<br /><br />-Emptying the bin is very, very easy.  It can be a bit messy because of all the loose dust and cat hair so I tend to bring a small trash container into the living room, empty the bin into it and they quickly re vacuum the area.<br /><br />-Hand cleanable filters.  I haven't had to do it yet but I'm very much looking forward to the hand cleanable filters.<br /><br />Cons<br />-This vacuum is NOT lightweight.  I have NO IDEA what they are comparing this to when they say this.  Perhaps there are gold vacuums out there I've never heard of??  My old Hoover which had the same variety of attachments was much lighter.  My mom has an Oreck which must be half the weight.  Is it too heavy??  Not really but it borders on it.  I just feel the ads were deceptive here.<br /><br />-The attachment hose is very awkward to use.  Its accordion design pulls back on itself - that is, it always is trying to fold back into to its smallest possible configuration.  So, to use it, I must always be actively pulling against it to keep it extended.  This is exhausting and awkward.  It will also pull the vacuum right over on its side.  Or down the steps.  Which is not just annoying but pretty dangerous considering how heavy the thing is.  Most vacuums have awkward hoses.  I'd put this one down as slightly more awkward than most.<br /><br />-The plastic extension piece is too long.  It's around three feet long so it is beyond awkard to use to clean off furniture or reach around in small spaces - say behind a toilet or around the cusions of a sofa.  It took me a few weeks before I realized you could remove it when using the hose.  This is a little better but without something firm to hold onto, the accordion hose is even harder to wrestle with as it tries to shorten itself back to its original size.  Sigh!<br /><br />-Switching back and forth between the attachment and regular upright vacuuming is awkward.  I keep figuring I'll get better at it with practice but not so far.  I have to beat back the plastic extension piece and then aim it into the holder - which always misses a few times.  It always gets locked against the hose at the wrong place, etc.<br /><br />-Angle end attachment is not angled.  Ummmm... What's up with this?? There's nothing to use for cleaning baseboards, etc that can get in nice and close with corners.<br /><br />-Combo angle attachment brush thing is useless.  Since the brush is on the non-angled angled thing, I can't use the angle attachment to into tight spaces like between seat cushions or behind a book shelf or what not.<br /><br />Neither here nor there:<br />-The ball.  It's fun to look at but it doesn't really do anything for the vacuum.  Yes, it could turn tight corners but only if you could actually steer the bottom portion of the vacuum.  Since I'm only holding the handle, I'm still stuck doing the standard back and forth of a usual vacuum.  The ball also won't fit under a bed so you can't sneak the vacuum very far under anything like I could with my old Hoover or my mom's Oreck.<br /><br />-No light.  I love the light on my mom's Oreck.  Since I don't think it really helps anything cleaning wise the lack of one just makes the vacuum less cool but it doesn't take anything away.<br /><br />-It's just a loud as any other vacuum - no better, no worse.<br /><br />-Too big to fit on a stair.  All vacuums are but I wish one day they'd invent a good one that could safely fit on the stairs and still work as an all around the house regular vacuum.<br /><br />So basically, It works fine as upright vacuum but using the attachments is really difficult and they are poorly designed and poorly thought out.  I think Dyson clearly knows a lot about suction and self promotion (their ads are fantastic!!) but a lot less about attachments.  I'd recommend staying away from this model and look for Dyson with a different attachment design.<br /><br />July 2012 update:<br /><br />I'm really regretting this purchase now.  The hose is so hard to use that now I rarely do - which means dust, cat hair and dead bugs are accumulating along my baseboards, in corners and under furniture.  All Dyson had to do was put a spring in the hose that was less strong.  So simple but they didn't bother.  It would not have even have costed any more money - I'm guessing less strong springs actually cost less.  It's like they never bothered having real women test this thing.  All their money was paid to their advertising company.  Grrrrr....<br /><br />I'm also sick of hauling this thing up and down the stairs - it is too dang heavy.  I'm thinking of buying another, lighter vacuum for the upstairs.",1.0,Home_Kitchen
"Durable and fits phone great. Ordered for my cousin, he had nothing but great things to say about it when I called!",5.0,Cell_Phones
"Having had plenty of paraffin wax treatments in spas and salons, I had high hopes for these gloves and being able to save some cash and do it myself at home. Unfortunately, it's not as easy as I thought.<br /><br />The gloves are bulky and large which made me think that my hands would fit but also realized that I would need my husband's help to get the second one on. While I did require help to put the second glove on (putting them both on yourself is near impossible), they weren't as large as they first appeared and my hands barely fit inside (I was actually surprised I didn't rip them) and so the fit was tight and uncomfortable.<br /><br />I heated them in the microwave as instructed but the wax melted in a weird way in both gloves. Glove 1 - the wax melted so much that, while I was able to get my hand in and smush/spread the wax around my fingers, it was an odd watery texture. Glove 2 - the wax hardly melted at all, making it so lumpy and hard in places that my fingers didn't even fit into the finger slots all the way and I didn't get as much full coverage from the wax since it wouldn't spread at all.<br /><br />Despite these difficulties, I did manage to wear them for the recommended 10 minutes (with the aforementioned assistance of my husband). Removing them was yet another challenge... my hubby held the glove itself while I slid my hand out, trying to keep the wax inside the glove. Now, anyone who has had a wax dip knows exactly what ""sweeping"" maneuvers I was doing along my fingers but I must say that these techniques didn't work with these gloves. I think it comes down to the weird consistency of the wax. Needless to say, I got wax everywhere but inside the gloves. It was a mess.<br /><br />Once off, I tried to clip them shut with the included clip and this is where yet another challenge presented itself... the clip is not as wide as the openings on the gloves so it is not possible to clip the gloves closed using the included clip. Since these gloves are claimed to be multi-use, I just laughed at this point.<br /><br />Bottom line.. these gloves are too much of a hassle. They are too difficult to use, the wax must be bottom of the line grade and the included clip was not made to fit the gloves in the same kit rendering this kit a one-time-use deal. Oh! And my hands didn't feel any more moisturized than before I began this entire ordeal. These are a definite no go for me and I will not be recommending it. Just save enough to buy two of these kits and go and treat yourself to a real wax treatment at your local spa or salon. Trust me.",1.0,Beauty_Personal_Care
"OMG! These coffee gnomes are too cute! I love them!! I ordered them for my coffee themed tiered tray that I am working on and they're perfect! The size is not too large so they fit nicely on any of the shelves. Some gnomes that I have gotten are too tall for all but the top shelf, so it limits my decorating. They have a few coffee beans on their hats and they are each holding a green coffee cup. I couldn't be happier!",5.0,Home_Kitchen
"No more WATERED-DOWN Drinks!!!<br />Always keep supply in freezer, an no worries for diluted drink of ANY kind.<br />Toss in towel for quick emergency med app without melting!",5.0,Home_Kitchen
I have been into the gym for many years. This salt didn't affect me in any good way either while exercising or in normal times. I actually felt like disgusted with the ammonia kind smell.,2.0,Health_Household
These hurt and pull out your hair when pulling them through the tubes.  My hair is long and it hurts no matter if hair is almost dry or wet.  It does make pretty curls though,4.0,Beauty_Personal_Care
"While this is an attractive tube and did have a foil seal, the packaging probably weighs more than the product. In the pic, I'm squeezing this nearly flat and still nothing is coming out. It is unscented - like a plain cracker, just the ingredients. I would have liked if it actually smelled more like the ingredients, i.e. lavender, lemon balm, chamomile, but I'm not knocking it for that since it states it's unscented. The lotion itself absorbs nicely and does leave the skin feeling hydrated (not intensively hydrated) without greasiness. I'm giving it such a low rating because it's far too much for such small amount when you could buy equally good lotions for less.",1.0,Beauty_Personal_Care
"This is a GREAT, absolutely super starter kit. Why? The little carry case! It keeps everything together.<br /><br />Tools, color polishes, base coat, top coat, embellishments – there’s a lot here to get started right away on getting one’s nails done. Even a portable lamp. And, this lamp isn’t a slouch! I used it for a few repairs and it worked as well as the bigger ones.<br /><br />Definitely recommend this for beginners. Would make a wonderful gift!",4.0,Beauty_Personal_Care
"The bag is OK. But the belt is a cheat version. It is not a one piece leather, but three small leather pieces that are stitched onto an artificial fiber belt. This makes the whole case look cheap.  I am returning it and wondering whether all the other color versions have the same kind of belt. If yes, I don't bother to try another color.",1.0,Electronics
Excellent product.  Does what I need it to do.,5.0,Electronics
"This is what I always use, Great for sensitive teeth!",5.0,Beauty_Personal_Care
Too hard to get to phone snap very hard to operate,4.0,Cell_Phones
"The problem with this is that it's very inconvenient to use. I nearly always press one of the side buttons with the grip posts, it's a bigger issue on smaller phones (like the current iPhone SE) since there just isn't enough space to properly clamp the phone without hitting the buttons. Otherwise it works, but is slow and cumbersome. I'd recommend a different system, no particular recommendation since every single one I've used was better ... as long as you can mount it securely to the car.",1.0,Cell_Phones
perfect for my Christmas cactus plants that I just re potted<br />ordering another,5.0,Home_Kitchen
"My dining chairs are SO uncomfortable!  As a family, we do just about everything around the table but sitting there for long periods of time was killing me!  I’ve tried a fee different chair pads with minimal relief.  This one is a game changer!  The honeycomb texture takes all the pain out of those pressure points and just feels wonderful.  I can eat dinner with the family, play board games, help with homework, all without ever being in pain.  It’s a game changer!",5.0,Home_Kitchen
I was referred to this mascara by a friend so I thought I would try it. I got it in the mail and it was dry like there wasn’t hardly any mascara inside it therefore I returned it .,1.0,Beauty_Personal_Care
"I bought this oil at my local beauty suppy store in a little strip mall.<br />I was pretty desperate, because I'd overpermed my hair and it seemed to be falling out more than usual, (""shedding"") ... a very scary experience.<br />Anyway, I mixed the Hollywood Carrot Oil with a cheap Protein Conditioner I bought from Puritan Pride, and my hair stopped falling out IMMEDIATELY!<br />My hair feels and looks incredible.<br />Oh!<br />And the split-ends DID ""disappear"".<br />Amazing!",5.0,Beauty_Personal_Care
Very little pressure needed as these are seriously rough,5.0,Beauty_Personal_Care
I buy these batteries for my remotes-as they seem to be slow drain. They do not work good on my cd player-they only last a couple of hours.,5.0,Health_Household
"I have one of the red lights and I have a double red light (it just lights up but I don't think it is the right bulbs for red light therapy) and tonight I will try this when I can get some time to myself. I hate to say it, but I have a dog and a husband who follow me around all day long. Finding time to myself is not easy. In fact, as I type this, my Boston Terrier is licking my leg.",4.0,Health_Household
"Works as it should, I think, would buy it again.",5.0,Health_Household
Make sure you love the smell of grapefruit if you order this candle. I wasn't prepared for the overwhelming scent from it.,2.0,Home_Kitchen
Might be good for others but not for me so I returned it.  Admit never wore it so didn't give it a good chance just didn't seem what I wanted.,2.0,Health_Household
"Found a better brand for the money.  Softer, stronger.",2.0,Health_Household
"The idea of a fully automatic machine really appealed to me. I have a gaggia classic espresso machine and a rocky rancillio grinder that have seen heavy use over the past 4 years. I was interested in this for speeding up the process of making my morning lattes.<br /><br />I tried several times to use this machine consistently, but I could never get the espresso or the frother to work as well as the manual machines. So I always ended up frustrated and went back to my trusty old manual setup. Specifically, I couldn’t get good creama on my espresso and the frother barely made any microfoam. No matter what I tried, I couldn’t get this to make lattes how I like them.",2.0,Home_Kitchen
I never usually write reviews but this case is perfect!!!,5.0,Electronics
Waist of money looks better in pic,1.0,Beauty_Personal_Care
Worked just about like anything you could buy at Wal Mart.,2.0,Health_Household
"I started using Sonicare brushes a few years ago and there’s no way in my life I’d ever go back to a manual toothbrush. I’m a bit obsessive about brushing my teeth, and there’s just no comparison for me.<br /><br />I’m currently using a HealthyWhite style, this DiamondClean “Smart Electric” is an upgraded style.<br /><br />Are the upgrades worth it?<br /><br />Not to me.<br /><br />The biggest negative for me is that this new model is incompatible with all previous DiamondClean chargers. I didn’t see that listed anywhere in the product information.<br /><br />I personally don’t like the glass cup charger, as it takes up too much room on my counter. I like to keep the charger in a drawer when I don’t need it, the glass is too big to do that with.<br /><br />Think about if you’re really going to use the app. I tried it once just to try it out, but it’s not something I’d continue to use. It’s gimmicky to me, though I do understand the urge to track performance and see how you’re doing.<br /><br />The included heads were too stiff for me to use comfortably without a break-in period. I used to buy soft toothbrushes, for reference.<br /><br />The Lunar Blue color is stunning in person. I never thought I’d call a toothbrush pretty, but here I am calling this one pretty! The whole presentation is luxurious.",3.0,Health_Household
Perfect for my new wireless charger for my van. Just wish my van had an extra port within my van as I'd get two of these. So many devices need power now.,5.0,Cell_Phones
"My wife is a Nurse Practitioner, my daughter is a Radiologist, her husband is a Hospitalist (general practice), and my daughter-in-law a Registered Nurse.  I'm currently 70 years old and am recovering from lung cancer surgery.  Needless to say, all of the family keeps throwing advice my way, knowing that anyone with compromised lungs can't deal with Covid 19 very well.<br /><br />My wife and I have been taking supplements for years and that has no doubt helped me get to the age I am.  We thought that we had all the supplements covered -- that is without going to extremes -- until my daughter and her husband called one night and recommended that we add 400 mg of Zinc to our regimen.  After looking at the Zinc content in the supplements we were already taking, it was obvious that I needed about 300 mg more than what I was using.  My wife gets most of hers through her treatment for macular degeneration but I don't have that problem.<br /><br />Once I started looking for large doses of Zinc it became obvious that the most common dose was 50 mg with 100 mg coming in a distant second.  After researching the various doses available and reading lots of reviews, I settled on this Nutrivein product.  I knew going into this product that Zinc potentially has several unpleasant side effects for different people. The recommended daily amount of Zinc is 8 mg for women and 11 mg for men.<br /><br /> I knew that adding this much Zinc to my daily regimen could potentially cause problems for me. These include: nausea, vomiting, diarrhea, as well as kidney and stomach damage.  So it's important that you check with your physician before taking large doses of Zinc.  Many people are intolerant of such a large dose and some simply can't ""stomach it"".  No problems for me.",5.0,Health_Household
Me permitió caminar sin tanto dolor y cómodo al sentarse a manejar,5.0,Health_Household
"These two boxes are ""black-tie"" elegant and textured and come with two ribbons, two cards, two box bottom inserts, two packages of nesting material, and two envelopes. It is shoe box sized so it would fit shoes or the equivalent and no wrapping other than a bow would be needed. They also have a wonderful magnetic closure. Unfortunately, this is where the goodness ends. I found these so impossible to put together and the sides never sat flush with the box. Also, the paper ripped from the box bottom during assembly (see photo). I will pass on these boxes as they are too complex to assemble and I find it impossible to assemble in full with the box sids flush with the box.",2.0,Health_Household
This is the second TCL tv we’ve ordered from Amazon. Just listened to the reviews and ordered. Easy to program and good customer service picture is sharp and sound good. Can’t say much about the remote but we program our Dish remote and really never use the remote provided. Very light in weight. Perfect for bedroom and porch which is where we use ours.  Would image it could be used anywhere. Good luck!  We like ours very much!!!,5.0,Electronics
Perfect little heater.  Warms small places quickly.  Recommend~~~<br /><br />UPDATE DEC 16 2018<br />After using a few times it stopped working tonight.<br />Anytime and every time I have ever used it I left it on for maybe 30 minutes to an hour supervised. I never leave it on all w/o me there.  Well tonight I turned it on and after 6 or 7 minutes it just stopped working. Bought it September 2018<br /><br />UPDATE DEC 17 2022<br />This thing started back working shortly after I wrote that last update back in 2018. And yes it is still working. It's on as I write this.<br />Read on:<br />Very strange that it stopped working for a short time in 2018. Shortly after that isolated glitch it went back to working.<br />I have it on now as we talk. Been using in December and Jan months since 2018. Bought it for $5 on Amazon in 2018. I see now it is 7x higher - more expensive. Wow.,1.0,Home_Kitchen
"perfect for a care package, gift basket or stocking stuffer.",4.0,Beauty_Personal_Care
"OEM stands for Original Equipment Manufacturer, in this case, Apple. I assure you this is definitely not an Apple OEM product. Misleading marketing.",1.0,Electronics
I have never seen anything like this!  Spray and in about 30 seconds the mildew is gone!  It is truly unbelievable!!  I have never raved about a product like this.  Anyone with a negative review must be nuts!!  It is stellar!  I will never have unsightly mildew stains again!!,5.0,Health_Household
"Unfortunately, this was too strong of a non-descript cologne smell.  It's not that it's floral or not that it's too woodsy--it's just very strong of a cheap perfume smell.  I hate to say that!  If you want a pretty average perfume, this will work fine.  However, if you like something that is distinct and blends in to give you a nice smell, then this might not work.  I'm sad it didn't work for me!",2.0,Beauty_Personal_Care
fast delivery low price AAA !!!,5.0,Health_Household
"Perfect for keeping my screen protected, and love the matte finish.",5.0,Cell_Phones
So far the roller seems to be helping my pain in my heel,5.0,Health_Household
"I absolutely LOVE my bottle of Breathe!  I use it in my diffuser on higher pollen days and it really keeps my nose and lungs clearer.  I also take 1 drop of it and apply it to the bridge of my nose for added relief.  LOVE it!!<br /><br />Also, the packaging was really well done and the bottle arrived in perfect new condition.",5.0,Health_Household
